title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,Jumlah OTA,Status,jumlah_sosmed_ota,kategori,kategori_ota,has_website,has_phone,cluster,tier
Villa Chocolat 1,4.6,34,Gg. Kahyangan No.16,Badung Regency,https://www.villachocolatbali.com/,62 812-3857-9797,https://www.google.com/maps/search/?api=1&query=Villa%20Chocolat%201&query_place_id=ChIJc4ucJxpH0i0RM19szGJmIC8,Villa,True,True,True,False,12,uda di cek,15,Tinggi,Sedang,1,1,0,1
Villa Chunga-Changa,4.6,16,Jl. Campuhan II No.4,Badung Regency,,62 812-2620-6367,https://www.google.com/maps/search/?api=1&query=Villa%20Chunga-Changa&query_place_id=ChIJ_dYhSG1H0i0RXTlmdiBjKCo,Hotel,False,False,False,False,12,uda di cek,12,Sedang,Sedang,0,1,1,3
Villa Puri Bagus,4.6,57,Jl. Patimura No.2 B,Badung Regency,,62 821-2297-3363,https://www.google.com/maps/search/?api=1&query=Villa%20Puri%20Bagus&query_place_id=ChIJrV9qusdG0i0RrUc8Crj0RBM,Villa,False,True,True,True,5,uda di cek,8,Sedang,Rendah,0,1,1,3
Villa Raka,4.6,73,Jl. Nakula 5 No.11A,Badung Regency,http://www.villaraka.com/,62 812-2699-9988,https://www.google.com/maps/search/?api=1&query=Villa%20Raka&query_place_id=ChIJsbicftlG0i0RA4obQ0_vZFg,Hotel,True,True,True,False,5,uda di cek,8,Sedang,Rendah,1,1,0,1
Villa Shiva,4.6,7,"8599+VW2, Gg. Arjuna Jl. Bidadari II",Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Villa%20Shiva&query_place_id=ChIJ0x5KaDxH0i0R5D-FhRooAuk,Lodging,False,False,False,False,0,uda di cek,0,Rendah,Rendah,0,0,3,4
Vinila Villas Nusa Dua by Nakula,4.6,265,Jl. Desa Sawangan,Badung Regency,https://vinilanusadua.com/,62 811-3855-883,https://www.google.com/maps/search/?api=1&query=Vinila%20Villas%20Nusa%20Dua%20by%20Nakula&query_place_id=ChIJQ5rbkMlc0i0RCKJaACVheTU,Hotel,True,False,True,False,6,uda di cek,8,Sedang,Rendah,1,1,0,1
Vlad Bali Villa,4.6,12,Jl. Segara Wangi No.33,Badung Regency,,62 851-0044-7381,https://www.google.com/maps/search/?api=1&query=Vlad%20Bali%20Villa&query_place_id=ChIJCzg1bn9F0i0RVOoij6rPQDo,Hotel,True,False,True,False,0,uda di cek,2,Rendah,Rendah,0,1,1,3
W Bali - Seminyak,4.6,6409,Jl. Petitenget,Badung Regency,https://www.marriott.com/en-us/hotels/dpswh-w-bali-seminyak/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,62 361 3000106,https://www.google.com/maps/search/?api=1&query=W%20Bali%20-%20Seminyak&query_place_id=ChIJP7mL_wxH0i0R7pAAg_h9Zqo,Hotel,True,True,True,True,5,uda di cek,9,Sedang,Rendah,1,1,0,1
ZEN Rooms Legian Dewi Sri 2,4.6,5,Jl. Dewi Sri I No.8,Badung Regency,,62 855-7467-1004,https://www.google.com/maps/search/?api=1&query=ZEN%20Rooms%20Legian%20Dewi%20Sri%202&query_place_id=ChIJd5OUfNBG0i0RkUCh0dUr0sE,Hotel,True,False,True,False,3,uda di cek,5,Rendah,Rendah,0,1,1,3
Airy Legian Shri Lakhsmi 17 Kuta Bali,4.7,3,Jl. Shri Lakshmi No.17,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Legian%20Shri%20Lakhsmi%2017%20Kuta%20Bali&query_place_id=ChIJg9kc7dlG0i0R_FAtpVr1zMs,Hotel,True,False,True,False,3,uda di cek,5,Rendah,Rendah,0,1,1,3
Akaya Bali,4.7,214,Jl. Danau Tamblingan No.168,Denpasar City,https://akayabali.com/,62 811-3888-082,https://www.google.com/maps/search/?api=1&query=Akaya%20Bali&query_place_id=ChIJP_0efshB0i0R_mwXYPtMGvk,Hotel,True,False,True,False,5,uda di cek,7,Sedang,Rendah,1,1,0,1
Aksari Villa Seminyak by iNi Vie Hospitality,4.7,994,"Jalan Sunset Road, Jl. Nakula Gg. Baik-Baik II No.8",Badung Regency,http://inivie.com/aksarivillaseminyak/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,62 821-2300-8088,https://www.google.com/maps/search/?api=1&query=Aksari%20Villa%20Seminyak%20by%20iNi%20Vie%20Hospitality&query_place_id=ChIJeQzLnNhG0i0RQV72QkV7cAU,Villa,True,False,True,True,5,uda di cek,8,Sedang,Rendah,1,1,0,1
Al - Isha Dharamshala,4.7,39,Jl. Pura Mertasari Jl. Sunset Road No.27,Denpasar City,http://alishabali.com/,62 361 8477490,https://www.google.com/maps/search/?api=1&query=Al%20-%20Isha%20Dharamshala&query_place_id=ChIJrQE-fstG0i0RSOEpGKQPHZk,Bed & breakfast,True,False,False,False,4,uda di cek,5,Rendah,Rendah,1,1,0,1
Alaya Dedaun Kuta,4.7,182,Jln Legian No.123B,Badung Regency,https://alayahotels.com/alaya-dedaun-kuta/?utm_source=GMB&utm_medium=displaylink&utm_campaign=profile&utm_id=ADD,62 361 756276,https://www.google.com/maps/search/?api=1&query=Alaya%20Dedaun%20Kuta&query_place_id=ChIJ8QEEQgJH0i0RK1zjq_7VeTE,Villa,True,True,True,False,4,uda di cek,7,Sedang,Rendah,1,1,0,1
Aldeoz Residence Kuta,4.7,56,Jl. Taman Griya V No.9,Badung Regency,https://aldeozgroupvilla.com/,62 817-4838-282,https://www.google.com/maps/search/?api=1&query=Aldeoz%20Residence%20Kuta&query_place_id=ChIJoato1dVF0i0RrW_XfgWCFM4,Resort hotel,True,False,False,False,4,uda di cek,5,Rendah,Rendah,1,1,0,1
Aleva Villa Seminyak by iNi Vie Hospitality,4.7,603,Jl. Dewi Saraswati No.8,Badung Regency,http://inivie.com/alevavilla/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,62 811-3960-7257,https://www.google.com/maps/search/?api=1&query=Aleva%20Villa%20Seminyak%20by%20iNi%20Vie%20Hospitality&query_place_id=ChIJkbAwqjxH0i0R-lbaxTe4SJI,Villa,True,True,True,True,5,uda di cek,9,Sedang,Rendah,1,1,0,1
"Amalia Swan Haven Villa, Seminyak",4.7,31,"Jl Laksmana (Kayu Aya, Seminyak, Oberoi Gg. Putu No.8",Badung Regency,https://book-directonline.com/properties/amaliaswanhavenvilla,62 857-3865-7745,https://www.google.com/maps/search/?api=1&query=Amalia%20Swan%20Haven%20Villa%2C%20Seminyak&query_place_id=ChIJfZDSnwZH0i0RgF0fYMs923I,Villa,True,False,True,False,3,uda di cek,5,Rendah,Rendah,1,1,0,1
"Amarterra Villas Resort Bali Nusa Dua, Autograph Collection",4.7,1113,"Kawasan Pariwisata, Jl. Nusa Dua ITDC Resort Lot No.Block B",Badung Regency,https://www.marriott.com/en-us/hotels/dpsav-amarterra-villas-resort-bali-nusa-dua-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,62 361 776400,https://www.google.com/maps/search/?api=1&query=Amarterra%20Villas%20Resort%20Bali%20Nusa%20Dua%2C%20Autograph%20Collection&query_place_id=ChIJzyPaoS5D0i0Rjvnm_LjZoZ8,Hotel,True,False,True,False,13,uda di cek,15,Tinggi,Tinggi,1,1,0,1
Amnaya Resort Kuta,4.7,4490,Gg. Puspa Ayu No.99,Badung Regency,https://www.amnayahotel.com/kuta,62 361 755380,https://www.google.com/maps/search/?api=1&query=Amnaya%20Resort%20Kuta&query_place_id=ChIJ17pob6FG0i0RgPPcVKAcjR8,Resort hotel,True,False,True,True,7,uda di cek,10,Sedang,Sedang,1,1,0,1
Armonia Bali Legian Villas,4.7,23,Jl. Pandawa,Badung Regency,https://armoniabali.com/,62 857-3893-1630,https://www.google.com/maps/search/?api=1&query=Armonia%20Bali%20Legian%20Villas&query_place_id=ChIJKTK6ZQBH0i0RILguTAk6hlc,Villa,True,False,False,False,8,uda di cek,9,Sedang,Sedang,1,1,0,1
AYANA Resort Bali,4.7,11462,Jl. Karang Mas Sejahtera,Badung Regency,https://www.ayana.com/,62 361 702222,https://www.google.com/maps/search/?api=1&query=AYANA%20Resort%20Bali&query_place_id=ChIJpRD09opE0i0RykahkXbmPjE,Resort hotel,True,True,True,True,9,uda di cek,13,Tinggi,Sedang,1,1,0,1
Baahi Villa,4.7,59,Jl. Pandawa No.33,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Baahi%20Villa&query_place_id=ChIJuyCBX3tH0i0RsHzK6yW2rJc,Lodging,False,False,False,False,3,uda di cek,3,Rendah,Rendah,0,0,3,4
Chandra Bali Villas,4.7,200,Jl. Sari Temuku Gg. Sandat,Badung Regency,https://chandravillas.com/,62 361 738091,https://www.google.com/maps/search/?api=1&query=Chandra%20Bali%20Villas&query_place_id=ChIJZS9w4N9G0i0RxOHc2mu4zis,Villa,True,True,True,True,9,uda di cek,13,Tinggi,Sedang,1,1,0,1
Chill Hotel Seminyak,4.7,133,Jl. Sarinande No.20,Badung Regency,http://www.chillhotelbali.com/,62 819-4328-8205,https://www.google.com/maps/search/?api=1&query=Chill%20Hotel%20Seminyak&query_place_id=ChIJz00__3JH0i0RBVIJo1WJLAw,Hotel,True,True,False,False,12,uda di cek,14,Tinggi,Sedang,1,1,0,1
Chimera Villas,4.7,33,Jl. Sari Temuku No.10,Badung Regency,http://www.chimeravillasbali.com/,62 813-3849-5971,https://www.google.com/maps/search/?api=1&query=Chimera%20Villas&query_place_id=ChIJ9SFZNhpH0i0RtYx1iEXPCHk,Villa,True,True,False,True,8,uda di cek,11,Sedang,Sedang,1,1,0,1
Conrad Bali,4.7,6669,Jl. Pratama No.168,Badung Regency,https://www.hilton.com/en/hotels/bpncici-conrad-bali/?SEO_id=GMB-APAC-CI-BPNCICI,62 361 778788,https://www.google.com/maps/search/?api=1&query=Conrad%20Bali&query_place_id=ChIJzR9XaA9D0i0RKM9T4eQUmdo,Resort hotel,True,True,True,False,13,uda di cek,16,Tinggi,Tinggi,1,1,0,1
Courtyard by Marriott Bali Seminyak Resort,4.7,3866,"No 103 Sp, Jl. Camplung Tanduk Jl. Dhyana Pura",Badung Regency,https://www.marriott.com/en-us/hotels/dpssm-courtyard-bali-seminyak-resort/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,62 361 8499600,https://www.google.com/maps/search/?api=1&query=Courtyard%20by%20Marriott%20Bali%20Seminyak%20Resort&query_place_id=ChIJT3_dVB5H0i0Ri71kc4BUQ8A,Hotel,True,True,True,False,12,uda di cek,15,Tinggi,Sedang,1,1,0,1
Dancing Garden Resort Nusa Dua,4.7,30,Jl. Desa Sawangan No.8,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Dancing%20Garden%20Resort%20Nusa%20Dua&query_place_id=ChIJg1YCgYFd0i0R_9r703XRpa0,Villa,False,False,False,True,6,uda di cek,7,Sedang,Rendah,0,0,3,4
"De Dukuh Guest House,",4.7,206,Jl. Suli Gg. Dukuh Sari No.11,Badung Regency,,62 361 765049,https://www.google.com/maps/search/?api=1&query=De%20Dukuh%20Guest%20House%2C&query_place_id=ChIJo0t5pbBG0i0RRxZ5SrtK3x0,Guest house,False,False,True,False,11,uda di cek,12,Sedang,Sedang,0,1,1,3
Desa Potato Head Bali,4.7,8904,Jl. Petitenget No.51B,Badung Regency,https://seminyak.potatohead.co/sleep?utm_source=google&utm_medium=gmb&utm_campaign=gmb_desa-potato-head&utm_term=creative-village&utm_content=landing-page,62 361 6207979,https://www.google.com/maps/search/?api=1&query=Desa%20Potato%20Head%20Bali&query_place_id=ChIJ4f9QNY9H0i0REbMfgG5iI18,Resort hotel,True,True,True,True,11,uda di cek,15,Tinggi,Sedang,1,1,0,1
Devata Suites and Residence,4.7,61,Gg. Cendana No.67,Badung Regency,,62 813-3934-2021,https://www.google.com/maps/search/?api=1&query=Devata%20Suites%20and%20Residence&query_place_id=ChIJLeLqitpG0i0RT2uMtK19u8s,Hotel,True,True,False,False,14,uda di cek,16,Tinggi,Tinggi,0,1,1,3
Dikubu Belong Villa,4.7,78,Jl. Belong No.46,Badung Regency,https://www.hotelsinseminyak.com/dikubu-belong-seminyak/,62 813-3722-0011,https://www.google.com/maps/search/?api=1&query=Dikubu%20Belong%20Villa&query_place_id=ChIJ7QW4ZidH0i0RRpRBbWxPT0M,Hotel,True,True,True,False,10,uda di cek,13,Tinggi,Sedang,1,1,0,1
Discovery Beach Front Villas,4.7,326,"7597+RVH, Jl. Kartika Plaza",Badung Regency,https://www.discoverykartikaplaza.com/topic/accommodation/villa/2-bedroom-beachfront-villa/,62 361 2001300,https://www.google.com/maps/search/?api=1&query=Discovery%20Beach%20Front%20Villas&query_place_id=ChIJkc56W59G0i0R3MfyFDX30_o,Hotel,True,True,True,True,8,uda di cek,12,Sedang,Sedang,1,1,0,1
Donguri House Bali,4.7,48,Jl. Pemelisan No.10,Badung Regency,,62 857-4671-1767,https://www.google.com/maps/search/?api=1&query=Donguri%20House%20Bali&query_place_id=ChIJkTajYm9E0i0R2R_IMmHSYtI,Bed & breakfast,True,False,True,False,15,uda di cek,17,Tinggi,Tinggi,0,1,1,3
Double Six Luxury Hotel,4.7,3085,Jl. Double Six No.66,Badung Regency,http://www.double-six.com/,62 361 730466,https://www.google.com/maps/search/?api=1&query=Double%20Six%20Luxury%20Hotel&query_place_id=ChIJ______8j0i0R4BuF3WaH_qQ,Hotel,True,True,True,True,2,uda di cek,6,Rendah,Rendah,1,1,0,1
eqUILIBRIA SEMINYAK,4.7,605,"No 5x, Jl. Wirasaba Jl. Kayu Aya",Badung Regency,http://www.equilibriahotels.com/,62 361 4741071,https://www.google.com/maps/search/?api=1&query=eqUILIBRIA%20SEMINYAK&query_place_id=ChIJX_rboRdH0i0RU8CQQTTD8DQ,Villa,True,True,True,True,10,uda di cek,14,Tinggi,Sedang,1,1,0,1
Four Seasons Resort Bali At Jimbaran Bay,4.7,2734,Jl. Bukit Permai,Badung Regency,https://www.fourseasons.com/jimbaranbay/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-bal-hre-mid-seo-na&utm_content=na-na&utm_term=na,62 361 2019000,https://www.google.com/maps/search/?api=1&query=Four%20Seasons%20Resort%20Bali%20At%20Jimbaran%20Bay&query_place_id=ChIJ6cVf9fFE0i0RogyvBWu4WuM,Hotel,True,True,True,False,19,uda di cek,22,Sangat tinggi,Sangat tinggi,1,1,0,1
Grand Seminyak - Lifestyle Boutique Bali Resort,4.7,432,"Jl Camplung Tanduk Dhyana Pura, Seminyak Beach",Badung Regency,https://grandseminyak.com,62 361 737773,https://www.google.com/maps/search/?api=1&query=Grand%20Seminyak%20-%20Lifestyle%20Boutique%20Bali%20Resort&query_place_id=ChIJwT8d2h1H0i0RlFlaJyRFky0,Hotel,True,False,True,False,8,uda di cek,10,Sedang,Sedang,1,1,0,1
Holiday Inn Bali Sanur by IHG,4.7,967,Jl. Kusuma Sari No.4,Denpasar City,https://www.ihg.com/holidayinn/hotels/us/en/bali/dpsbs/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-ID-_-DPSBS,62 361 2098999,https://www.google.com/maps/search/?api=1&query=Holiday%20Inn%20Bali%20Sanur%20by%20IHG&query_place_id=ChIJaUCdZVdB0i0RoBalNrAa3xU,Hotel,True,False,True,False,13,uda di cek,15,Tinggi,Tinggi,1,1,0,1
Holiday Inn Resort Bali Nusa Dua by IHG,4.7,2600,Jl. Pratama No.86,Badung Regency,https://www.ihg.com/holidayinnresorts/hotels/us/en/bali/dpsbb/hoteldetail?cm_mmc=GoogleMaps-_-RS-_-ID-_-DPSBB,62 361 8947888,https://www.google.com/maps/search/?api=1&query=Holiday%20Inn%20Resort%20Bali%20Nusa%20Dua%20by%20IHG&query_place_id=ChIJqfcP7xpD0i0RBkfBDmU4CsA,Hotel,True,False,True,False,13,uda di cek,15,Tinggi,Tinggi,1,1,0,1
Holiday Inn Resort Baruna Bali by IHG,4.7,6887,Jl. Wana Segara No.33,Badung Regency,https://www.ihg.com/holidayinnresorts/hotels/us/en/bali/dpsbh/hoteldetail?cm_mmc=GoogleMaps-_-RS-_-ID-_-DPSBH,62 361 755577,https://www.google.com/maps/search/?api=1&query=Holiday%20Inn%20Resort%20Baruna%20Bali%20by%20IHG&query_place_id=ChIJb-sESSBE0i0RzLv7-RfT0fE,Hotel,True,False,True,False,13,uda di cek,15,Tinggi,Tinggi,1,1,0,1
Hyatt Regency Bali,4.7,3507,Jl. Danau Tamblingan No.89,Denpasar City,https://www.hyatt.com/hyatt-regency/en-US/dpsbl-hyatt-regency-bali?src=corp_lclb_google_seo_dpsbl&utm_source=google&utm_medium=organic&utm_campaign=lmr,62 361 281234,https://www.google.com/maps/search/?api=1&query=Hyatt%20Regency%20Bali&query_place_id=ChIJ7Z1p08ZB0i0RiHys8Ga2s_0,Hotel,True,False,True,False,13,uda di cek,15,Tinggi,Tinggi,1,1,0,1
Impiana Private Villas Seminyak,4.7,636,Jl. Kunti I No.118X,Badung Regency,https://www.impianaseminyak.com/,62 361 730840,https://www.google.com/maps/search/?api=1&query=Impiana%20Private%20Villas%20Seminyak&query_place_id=ChIJvXA6XyFH0i0RDaof_bE-QAs,Villa,True,False,True,False,13,uda di cek,15,Tinggi,Tinggi,1,1,0,1
InterContinental Bali Resort by IHG,4.7,4420,Uluwatu St No.45,Badung Regency,https://www.ihg.com/intercontinental/hotels/us/en/bali/dpsha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-ID-_-DPSHA,62 361 701888,https://www.google.com/maps/search/?api=1&query=InterContinental%20Bali%20Resort%20by%20IHG&query_place_id=ChIJZS45kIxE0i0RJ5ay5snshP4,Hotel,True,True,True,False,18,uda di cek,21,Sangat tinggi,Tinggi,1,1,0,1
James Guest House,4.7,18,Jl. Kunti I Jl. Bali Deli No.7A,Badung Regency,,62 821-4592-6951,https://www.google.com/maps/search/?api=1&query=James%20Guest%20House&query_place_id=ChIJ5_sLXJxH0i0RFDpScr5uQu4,Guest house,True,False,False,False,9,uda di cek,10,Sedang,Sedang,0,1,1,3
Jimbaran Bay Villas,4.7,120,Jl. Segara Wangi Jl. Pudak Sari Gg. III No.1,Badung Regency,http://www.greenvillabali.com/,62 877-7274-3878,https://www.google.com/maps/search/?api=1&query=Jimbaran%20Bay%20Villas&query_place_id=ChIJF2AI58RG0i0RYAoBwTGVmxM,Hotel,True,False,True,False,15,uda di cek,17,Tinggi,Tinggi,1,1,0,1
"Jimbaran Puri, A Belmond Hotel, Bali",4.7,1164,Jalan Uluwatu Yoga Perkanthi Lane,Badung Regency,https://www.belmond.com/hotels/asia/bali/belmond-jimbaran-puri/?utm_source=local_search&utm_medium=link&utm_campaign=google_business,62 361 701605,https://www.google.com/maps/search/?api=1&query=Jimbaran%20Puri%2C%20A%20Belmond%20Hotel%2C%20Bali&query_place_id=ChIJB8V3r2FE0i0RWfyymPJpz5E,Hotel,True,False,True,False,15,uda di cek,17,Tinggi,Tinggi,1,1,0,1
KAWALI HOMESTAY,4.7,91,Jl. Majapahit No.55,Badung Regency,http://kawalihomestaybali.zoombookdirect.com/,62 813-3822-8355,https://www.google.com/maps/search/?api=1&query=KAWALI%20HOMESTAY&query_place_id=ChIJqwTvC7dG0i0RTYoQLlpwMkE,Guest house,True,False,False,False,10,uda di cek,11,Sedang,Sedang,1,1,0,1
Kayumas Seminyak Resort,4.7,1170,Jl. Pura Telaga Waja No.18A,Badung Regency,http://www.kayumasresort.com/,62 361 9348348,https://www.google.com/maps/search/?api=1&query=Kayumas%20Seminyak%20Resort&query_place_id=ChIJNUggjmZH0i0RaqBZw0ZvY5o,Resort hotel,True,True,True,False,8,uda di cek,11,Sedang,Sedang,1,1,0,1
Kubu Van Helen,4.7,39,Gg. Pura Uluwatu II No.4,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Kubu%20Van%20Helen&query_place_id=ChIJs2vs-MRG0i0RQ4_qhsvtAsw,Hotel,False,False,False,False,6,uda di cek,6,Rendah,Rendah,0,0,3,4
MOSON BALI VILLA & EATERY,4.7,315,Jl. Pandawa,Badung Regency,https://instagram.com/mosonbalilegian,62 819-9908-4565,https://www.google.com/maps/search/?api=1&query=MOSON%20BALI%20VILLA%20%26%20EATERY&query_place_id=ChIJj3g4VrhH0i0RrGEp6BQxY6s,Villa,True,True,False,False,5,uda di cek,7,Sedang,Rendah,1,1,0,1
Noku Beach House,4.7,161,Jl. Sarinande No.22,Badung Regency,https://www.nokubeachhouse.com/,62 361 9345307,https://www.google.com/maps/search/?api=1&query=Noku%20Beach%20House&query_place_id=ChIJdzYeXCJH0i0RY2u1I-CMGY0,Villa,True,True,True,False,3,uda DI CEK,6,Rendah,Rendah,1,1,0,1
Novotel Bali Benoa,4.7,4080,Jl. Pratama No.70,Badung Regency,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1922&merchantid=seo-maps-ID-1922&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,62 361 772239,https://www.google.com/maps/search/?api=1&query=Novotel%20Bali%20Benoa&query_place_id=ChIJKV03uqVD0i0RdKih9h9RGgE,Hotel,True,False,True,False,15,udh dicek,17,Tinggi,Tinggi,1,1,0,1
Novotel Bali Ngurah Rai Airport,4.7,6684,Jalan Raya Ngurah Rai,Badung Regency,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9105&merchantid=seo-maps-ID-9105&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,62 361 9360200,https://www.google.com/maps/search/?api=1&query=Novotel%20Bali%20Ngurah%20Rai%20Airport&query_place_id=ChIJj7GjtxdE0i0R56DHD5xFw3Q,Hotel,True,False,True,False,15,udh dicek,17,Tinggi,Tinggi,1,1,0,1
Nyoman Legian House,4.7,11,Jl. Sriwijya Gg. Dharma Kerthi No.9X,Badung Regency,,62 898-7286-668,https://www.google.com/maps/search/?api=1&query=Nyoman%20Legian%20House&query_place_id=ChIJGTLRHMZG0i0Rn6RyicVk0qY,Hotel,True,False,True,False,6,udh dicek,8,Sedang,Rendah,0,1,1,3
Nyuh Bali Villas,4.7,222,Jl. Bali Deli No.99,Badung Regency,https://nyuhbalivillas.com/seminyak/,62 361 738920,https://www.google.com/maps/search/?api=1&query=Nyuh%20Bali%20Villas&query_place_id=ChIJo6u37SNH0i0RNZ7K0xcCd9k,Villa,True,True,True,False,6,udh dicek,9,Sedang,Rendah,1,1,0,1
Palette Hotel Seminyak,4.7,17,"No 28, Seminyak Bali Nusra",Badung Regency,https://www.oyorooms.com/ID/359739/,91 96677 83994,https://www.google.com/maps/search/?api=1&query=Palette%20Hotel%20Seminyak&query_place_id=ChIJrbbPVB5H0i0RUvdfWNGhidA,Hotel,False,False,False,False,8,udh dicek,8,Sedang,Sedang,1,1,0,1
Peppers Seminyak,4.7,1607,Jl. Pura Telaga Waja Jl. Petitenget,Badung Regency,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B3U5&merchantid=seo-maps-ID-B3U5&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,62 361 730333,https://www.google.com/maps/search/?api=1&query=Peppers%20Seminyak&query_place_id=ChIJdUHuKRFH0i0R8cd6U6hMYt8,Hotel,True,True,True,True,9,udh dicek,13,Tinggi,Sedang,1,1,0,1
Platinum hotel jimbaran beach,4.7,1851,Jl. Pantai Kedonganan No.91-93,Badung Regency,https://platinumhotelindonesia.com/platinum-hotel-jimbaran-beach-bali,62 361 9587828,https://www.google.com/maps/search/?api=1&query=Platinum%20hotel%20jimbaran%20beach&query_place_id=ChIJk-r9Sh5F0i0RDUx5DBfQF5M,Hotel,True,True,True,True,12,udh dicek,16,Tinggi,Sedang,1,1,0,1
Pondok A Joss,4.7,15,"754F+M5R, Jl. Merpati1 No.3A",Badung Regency,,62 812-3626-906,https://www.google.com/maps/search/?api=1&query=Pondok%20A%20Joss&query_place_id=ChIJ4x82bBpE0i0R15Z2r4u8St8,Extended stay hotel,True,False,False,False,0,udh dicek,1,Rendah,Rendah,0,1,1,3
Rama Garden Hotel Bali,4.7,399,Jl. Padma,Badung Regency,http://ramagardenhotelbali.com/,62 361 751971,https://www.google.com/maps/search/?api=1&query=Rama%20Garden%20Hotel%20Bali&query_place_id=ChIJu9ohD8NG0i0RO-16uoLTlQs,Hotel,True,True,True,False,9,udh dicek,12,Sedang,Sedang,1,1,0,1
Rama Residence Padma,4.7,765,Jl. Padma,Badung Regency,http://www.ramaresidencepadma.com/,62 361 750760,https://www.google.com/maps/search/?api=1&query=Rama%20Residence%20Padma&query_place_id=ChIJ6SR-AcNG0i0RcRWh-Q629Ew,Hotel,True,True,True,True,10,udh dicek,14,Tinggi,Sedang,1,1,0,1
RedDoorz @ Istana Kuta Galeria,4.7,9,"Komplek Istana Kuta Galeria Blok Ethnic, No.12/12A Central Park Kuta, Jalan patih Jelantik, Kuta Badung, Kuta",Bali,https://www.reddoorz.com/id-id/hotel/indonesia/bali/kuta/istana-kuta-galeria/reddoorz-istana-kuta-galeria?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,https://www.google.com/maps/search/?api=1&query=RedDoorz%20%40%20Istana%20Kuta%20Galeria&query_place_id=ChIJ1YRBLMZG0i0R4abFW0iLjk8,Hotel,True,True,True,True,5,udh dicek,9,Sedang,Rendah,1,0,2,2
Renaissance Bali Uluwatu Resort & Spa,4.7,3605,Jl. Pantai Balangan I No.1,Badung Regency,https://www.marriott.com/en-us/hotels/dpsuw-renaissance-bali-uluwatu-resort-and-spa/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,62 361 2003588,https://www.google.com/maps/search/?api=1&query=Renaissance%20Bali%20Uluwatu%20Resort%20%26%20Spa&query_place_id=ChIJt6gpetRE0i0RkXxJfSDCcI4,Hotel,True,False,True,False,14,udh dicek,16,Tinggi,Tinggi,1,1,0,1
RIMBA by AYANA Bali,4.7,6473,"Sejahtera, Jl. Karang Mas",Badung Regency,https://www.ayana.com/bali/rimba-by-ayana/,62 361 8468468,https://www.google.com/maps/search/?api=1&query=RIMBA%20by%20AYANA%20Bali&query_place_id=ChIJQ3ArOANF0i0RZ5WHaeVMx7o,Resort hotel,True,True,True,False,15,udh dicek,18,Tinggi,Tinggi,1,1,0,1
Samabe Bali Suites & Villas,4.7,1694,"Barong - Barong Sawangan, Jl. Pura Jl. Raya Nusa Dua Selatan",Badung Regency,https://www.samabe.com/,62 361 8468633,https://www.google.com/maps/search/?api=1&query=Samabe%20Bali%20Suites%20%26%20Villas&query_place_id=ChIJXSk2N5Vc0i0RPumxFdVDLos,Resort hotel,True,True,True,True,15,udh dicek,19,Sangat tinggi,Tinggi,1,1,0,1
Secana Beachtown,4.7,398,Jl. Pemelisan Agung Jl. Pantai Berawa,Badung Regency,https://secanabeachtown.com/,62 813-2277-1160,https://www.google.com/maps/search/?api=1&query=Secana%20Beachtown&query_place_id=ChIJ_-s8TM5H0i0RCgz9WYdD7Tk,Resort hotel,True,True,True,True,11,udh dicek,15,Tinggi,Sedang,1,1,0,1
Selasih Beach House,4.7,13,Jl. Courtyard No.4,Bali,,62 813-3789-9569,https://www.google.com/maps/search/?api=1&query=Selasih%20Beach%20House&query_place_id=ChIJDfnYVIlH0i0RSrT62cp3PG0,Villa,True,False,True,False,4,udh dicek,6,Rendah,Rendah,0,1,1,3
