title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,ShopeeFood,GrabFood,GoFood,jumlah_sosmed_ODD,kategori,has_website,has_phone,cluster,tier
Lawar Dolong Pak Made,5.0,7,"V389+CQF, Jl. Dewa Putu Kerta",Buleleng Regency,,+62 857-3713-5013,https://www.google.com/maps/search/?api1&queryLawar%20Dolong%20Pak%20Made&query_place_idChIJydE7_GCb0S0R5sg7H3NdxyY,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nasi Ayam Betutu Aji Rame,5.0,1,Jl. Cendrawasih Banjar Jambe Baleran No.27,Tabanan Regency,,+62 831-1502-1266,https://www.google.com/maps/search/?api1&queryNasi%20Ayam%20Betutu%20Aji%20Rame&query_place_idChIJ5b4ee8U70i0RNRkdg73RnZI,Nasi restaurant,False,True,True,False,False,False,True,3,Sedang,0,1,0,2
Nasi goreng pak De,5.0,1,Jl. Mawar No.117,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryNasi%20goreng%20pak%20De&query_place_idChIJ6xVlMQA70i0RyORvsXoX3Kc,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
nasi jinggo cak nur,5.0,1,"F42F+XPM, Jl. Mawar",Tabanan Regency,,+62 859-6420-1241,https://www.google.com/maps/search/?api1&querynasi%20jinggo%20cak%20nur&query_place_idChIJTX2HVQA70i0Ro4LdYV-S_Rc,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
nasi jinggo pak gede,5.0,1,"perempatan grogak, Rm. padang Bundo, Jl. By pass Jl. Dr. Ir. Soekarno No.10",Tabanan Regency,,+62 812-3970-8973,https://www.google.com/maps/search/?api1&querynasi%20jinggo%20pak%20gede&query_place_idChIJJ3EZDas70i0RnoPEG6D-SsY,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Paon dadong d tegal,5.0,1,Gg. XII No.10,Tabanan Regency,,+62 877-5858-2030,https://www.google.com/maps/search/?api1&queryPaon%20dadong%20d%20tegal&query_place_idChIJPfYqMV870i0RNEm009bA4Tk,Nasi restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Pd. Ayam Geprek Sambeljontor,5.0,1,Jl. Srikandi No.8,Buleleng Regency,,+62 878-6300-2378,https://www.google.com/maps/search/?api1&queryPd.%20Ayam%20Geprek%20Sambeljontor&query_place_idChIJw5MeGh2b0S0RITB-dd7jdEM,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Posisi mobil,5.0,1,"F429+XJG, Jl. Dr. Ir. Soekarno",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryPosisi%20mobil&query_place_idChIJOcJIlGI70i0RJlV43nl-X6w,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
"TIPAT GULA AREN 1 ""BU DAYU""",5.0,2,"Samping RS BaliMed, Jl. Gn. Lempuyang",Buleleng Regency,,+62 881-0380-14875,https://www.google.com/maps/search/?api1&queryTIPAT%20GULA%20AREN%201%20%22BU%20DAYU%22&query_place_idChIJOalNfeWb0S0RKmBznpFPP28,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
"Warung ""Bb"" (Bu Bagus)",5.0,11,,Tabanan Regency,,+62 878-6077-0059,https://www.google.com/maps/search/?api1&queryWarung%20%22Bb%22%20(Bu%20Bagus)&query_place_idChIJOZ0uVPM60i0RRllsapxqEjw,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Bu Jowo Muslim,5.0,3,Pasar,Tabanan Regency,,+62 812-4634-4765,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Jowo%20Muslim&query_place_idChIJU7sr0ac70i0RXM4xB0x54XY,Nasi restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Bukit Indah 14,5.0,4,Jl. Bukit Indah,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Bukit%20Indah%2014&query_place_idChIJs-cZQmia0S0RygdUaKdSNfE,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung dek lalit,5.0,1,Jl. Jelantik Gingsir,Buleleng Regency,,+62 838-4836-5415,https://www.google.com/maps/search/?api1&queryWarung%20dek%20lalit&query_place_idChIJPXhfs22R0S0RYEPxZ-XVfs4,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
WARUNG JUNA,5.0,1,Jl. Samratulangi No.64,Buleleng Regency,,+62 831-1927-8502,https://www.google.com/maps/search/?api1&queryWARUNG%20JUNA&query_place_idChIJJ9zkbW6R0S0Rf-FW1wIR2xI,Nasi restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung k,5.0,2,Jl. Srikandi No.12,Buleleng Regency,,+62 852-3884-3300,https://www.google.com/maps/search/?api1&queryWarung%20k&query_place_idChIJByJlMgCb0S0RDq32VeyFh-o,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung lalapan mas gilang,5.0,1,samping dealer yamaha agung motor,Tabanan Regency,,+62 853-3927-3054,https://www.google.com/maps/search/?api1&queryWarung%20lalapan%20mas%20gilang&query_place_idChIJPSgcTtE70i0RoOrkrFptAK4,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Mak sun,5.0,1,"C4RC+P28, Jl. Kebo Iwa Bongan No.10",Tabanan Regency,,+62 857-3966-7029,https://www.google.com/maps/search/?api1&queryWarung%20Mak%20sun&query_place_idChIJs5hbeAA70i0Rylca7Nmh0Zc,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung makan bali,5.0,1,Jl. Anggrek BR Delodrurung No.9,Tabanan Regency,,+62 813-3943-4908,https://www.google.com/maps/search/?api1&queryWarung%20makan%20bali&query_place_idChIJQ83tyEs70i0RD9Kw_mF1g4c,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Makan Bu Jero,5.0,3,Jl. Gajah Mada No.132,Tabanan Regency,,+62 878-6160-3077,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Bu%20Jero&query_place_idChIJw3Sk2l460i0RAEEw0qszwak,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Nasi Be Manis,5.0,1,Jl. P. Seribu No.21,Tabanan Regency,,+62 822-4780-2425,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Be%20Manis&query_place_idChIJya5Ov1860i0RNWzNBnRHGUY,Nasi restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Nasi Buk Egar,5.0,2,V3CG+G8W,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Buk%20Egar&query_place_idChIJn_Hvm2aa0S0RoQn1V9dQJ58,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Nasi Sari Ratna (Bu Ayuk Cegir),5.0,2,"Pasar Manik Pala, Dalam Jl. Kutilang",Tabanan Regency,,+62 877-6325-0491,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Sari%20Ratna%20(Bu%20Ayuk%20Cegir)&query_place_idChIJ62w8sbw70i0RbXCJEWaziSs,Nasi restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
WR MUPU (Lawar Klungah),5.0,3,Jl. Anggrek No.7,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWR%20MUPU%20(Lawar%20Klungah)&query_place_idChIJH_S_CQA70i0RKfqmCHkOyak,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
WR. Nasi Campur Bali & SIOBAK,5.0,2,"F47F+H5G, Jl. Cendrawasih",Tabanan Regency,,+62 878-1822-9060,https://www.google.com/maps/search/?api1&queryWR.%20Nasi%20Campur%20Bali%20%26%20SIOBAK&query_place_idChIJjWV0bQA70i0Rxk8RzPh9ltY,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
WR. Nasi Campur Bu Antari,5.0,2,Jl. Setia Budi,Buleleng Regency,,+62 821-4697-2997,https://www.google.com/maps/search/?api1&queryWR.%20Nasi%20Campur%20Bu%20Antari&query_place_idChIJW6o3j_aR0S0Rox4XoXHGHsU,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung buk lopes,5.0,3,Gg. Delima No.3,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20buk%20lopes&query_place_idChIJh2buCKWb0S0RmVg3WTVfUoA,Raw food restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
(AKe) Angkringan kepundung,5.0,2,"No.4 blok B, Gg. Kepundung",Buleleng Regency,,+62 812-3685-0003,https://www.google.com/maps/search/?api1&query(AKe)%20Angkringan%20kepundung&query_place_idChIJ-UZpYYub0S0R12EtMkUz-D0,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Angkringan 99X,5.0,10,Jl. Pantai Kerobokan,Buleleng Regency,,+62 819-3634-5333,https://www.google.com/maps/search/?api1&queryAngkringan%2099X&query_place_idChIJSbctQgCX0S0RDcPd6v3bMwY,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Angkringan Mula Keto,5.0,2,Jl. WR Supratman No.206-211,Buleleng Regency,https://instagram.com/mula.keto?igshidYmMyMTA2M2Y,+62 818-0567-6968,https://www.google.com/maps/search/?api1&queryAngkringan%20Mula%20Keto&query_place_idChIJmZhBgVyR0S0RtfTGVWbZWq8,Restaurant,True,False,False,False,False,False,False,1,Rendah,1,1,2,1
ASTA'S KITCHEN,5.0,2,"Br. Dinas Kutuh, Jl. Raya Kutuh Kelod ( Perumahan Polri",Tabanan Regency,,+62 813-3802-0145,https://www.google.com/maps/search/?api1&queryASTA'S%20KITCHEN&query_place_idChIJP1q5Nxc70i0RY_KKY1vmP24,Restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Babi Genyol Pan Sura,5.0,1,Jl. Sahadewa No.9,Buleleng Regency,,+62 877-6178-1999,https://www.google.com/maps/search/?api1&queryBabi%20Genyol%20Pan%20Sura&query_place_idChIJSetgTuyb0S0RLtGRWtn4hx8,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
BAKSO CAK RURY,5.0,1,"B No, Jl. Mawar B No.2",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBAKSO%20CAK%20RURY&query_place_idChIJ0bdOAT860i0RdQst4mon7DY,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Bakso Lestari Dauh Peken,5.0,1,Jln Anyelir III No.5,Tabanan Regency,,+62 812-3906-3197,https://www.google.com/maps/search/?api1&queryBakso%20Lestari%20Dauh%20Peken&query_place_idChIJ2QiyhY470i0RObRW693G7sQ,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bali 338,5.0,1,Jl. Mawar No.56-54,Tabanan Regency,,+62 877-8995-560,https://www.google.com/maps/search/?api1&queryBali%20338&query_place_idChIJNfsm1aQ70i0RDbmjKDyJN7A,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Be genyol men doble,5.0,1,Jl. Ceroring No.11,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBe%20genyol%20men%20doble&query_place_idChIJh8O6duI70i0REs6JcmrypW8,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Bebek goreng wijaya,5.0,14,Jl bypas Jl. Dr. Ir. Soekarno No.br,Tabanan Regency,,+62 821-4784-7696,https://www.google.com/maps/search/?api1&queryBebek%20goreng%20wijaya&query_place_idChIJbxWdx3M70i0RXPLPRKnOwl8,Restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Beryl's Kitchen_,5.0,4,"Perumahan Lestari, Lestari 2 No.mor 9",Buleleng Regency,,+62 881-0380-23311,https://www.google.com/maps/search/?api1&queryBeryl's%20Kitchen_&query_place_idChIJOY-2wlub0S0Rn-nmMHx_Iis,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Betutu Panggang Singaraja,5.0,41,R3V4+H7,Buleleng Regency,,+62 878-5101-8149,https://www.google.com/maps/search/?api1&queryBetutu%20Panggang%20Singaraja&query_place_idChIJKVYSpeSb0S0RkzZDqBXUddo,Restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Boomba,5.0,1,"V3MX+G9R, Jl. Gempol",Buleleng Regency,,+62 822-2651-5195,https://www.google.com/maps/search/?api1&queryBoomba&query_place_idChIJWSXGqa6R0S0RvDvt-QLaU34,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
By yoomell enjoymojito,5.0,1,V4M5+6JJ,Buleleng Regency,,+62 857-3878-8235,https://www.google.com/maps/search/?api1&queryBy%20yoomell%20enjoymojito&query_place_idChIJIdy6x_iR0S0Rv_R0qRCyD08,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Cafetaria ER,5.0,1,"Grya, Jl. Kumba Karna No.11 Blok B",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryCafetaria%20ER&query_place_idChIJhXEK-rSb0S0RzNFSCCmEJUg,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Ceker Marah - Warung Asyurra - Asyurra Food Station,5.0,1,No Jl. Dr. Ir. Soekarno No.75X,Tabanan Regency,,+62 813-3890-2428,https://www.google.com/maps/search/?api1&queryCeker%20Marah%20-%20Warung%20Asyurra%20-%20Asyurra%20Food%20Station&query_place_idChIJl4k3skM60i0RHdX0e_aLyjE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
D'Krispy Kuliner (Home Made),5.0,1,C4RF+PXQ,Tabanan Regency,,+62 896-8656-6903,https://www.google.com/maps/search/?api1&queryD'Krispy%20Kuliner%20(Home%20Made)&query_place_idChIJm-35_BU70i0ROo2xeBSGMc4,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
D'Waris Kitchen & Bar,5.0,1,Jl. Teratai No.81,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryD'Waris%20Kitchen%20%26%20Bar&query_place_idChIJfVV6yQ070i0RmIG9RxnqgiY,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
DapoerMaha,5.0,1,Jl. Gn. Batukaru No.18A,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryDapoerMaha&query_place_idChIJzXc3GKWR0S0RISW9mtjVi9U,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Dapur Artini,5.0,1,Jl. Gempol No : 78,Buleleng Regency,,+62 853-3747-9252,https://www.google.com/maps/search/?api1&queryDapur%20Artini&query_place_idChIJ_bBYkpiQ0S0R3pLg44Zs-O4,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Dapur Mama Nora,5.0,2,Kutuh Residence C1,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryDapur%20Mama%20Nora&query_place_idChIJJ8ah-l070i0R07uwhLzphho,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
DIMSUM & MINUMAN,5.0,5,Jl. Pahlawan No.55,Buleleng Regency,,+62 812-3760-262,https://www.google.com/maps/search/?api1&queryDIMSUM%20%26%20MINUMAN&query_place_idChIJef3gGwCb0S0RLlgeNQ3CoLE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Dimsum 31 A. Yani,5.0,2,Jl. A. Yani No.55b,Buleleng Regency,,+62 881-0375-01905,https://www.google.com/maps/search/?api1&queryDimsum%2031%20A.%20Yani&query_place_idChIJmWP4KwSb0S0Ry-n6L3xvQjE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Dkriuk Banyuning,5.0,12,Jl. Setia Budi No.20,Buleleng Regency,,+62 858-5821-1236,https://www.google.com/maps/search/?api1&queryDkriuk%20Banyuning&query_place_idChIJTbIOZHiR0S0RGFefE2z2C0s,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Food And Delicious,5.0,1,"F459+52H, Jl. Teratai Gg. XVII",Tabanan Regency,,+62 831-1728-0157,https://www.google.com/maps/search/?api1&queryFood%20And%20Delicious&query_place_idChIJDVk5JwI70i0RNXpbMSY5lu0,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
fruit corner,5.0,2,"V33R+V6W, Jalan surapati",Buleleng Regency,,+62 857-3934-2332,https://www.google.com/maps/search/?api1&queryfruit%20corner&query_place_idChIJX10IWlab0S0Rd5oMJO3R8Ek,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Gojinggo,5.0,2,Jl. A. Yani No.286,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryGojinggo&query_place_idChIJjYsOMgCb0S0RcIpw-TRNhWk,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Gold Cake Tabanan,5.0,6,Jl. Anggrek No. 15 b,Tabanan Regency,https://www.instagram.com/goldcaketabanan,+62 877-6018-3140,https://www.google.com/maps/search/?api1&queryGold%20Cake%20Tabanan&query_place_idChIJFx7t-E470i0RBJMxAsh2MKw,Restaurant,True,False,False,False,False,False,False,1,Rendah,1,1,2,1
Kedai Mama Theo,5.0,2,"The Royal Griya, Blk. G",Tabanan Regency,,+62 859-3674-0939,https://www.google.com/maps/search/?api1&queryKedai%20Mama%20Theo&query_place_idChIJceHVAd870i0RNkTbHpJ8yzk,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Kedai Mini Al Medani,5.0,1,Jl. Patimura No.7M,Buleleng Regency,,+62 817-5188-882,https://www.google.com/maps/search/?api1&queryKedai%20Mini%20Al%20Medani&query_place_idChIJ01ub5Qua0S0Rkej9vER2nX4,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Kedai Pasutri,5.0,3,Jl. Mawar No.140,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryKedai%20Pasutri&query_place_idChIJ-cbqewA70i0REjYKDorfIM4,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Kitchen fresh Bali,5.0,1,V433+CHW,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryKitchen%20fresh%20Bali&query_place_idChIJs8SuHMSR0S0Rx6RnwF9aRIg,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Lalapan Laris Manis,5.0,3,"W449+X78, Jl. WR Supratman",Singaraja,,+62 859-3513-2572,https://www.google.com/maps/search/?api1&queryLalapan%20Laris%20Manis&query_place_idChIJC3KDJ_aR0S0Rtl-tFkJrYbA,Restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
"lalapan""MOJOPAHIT""",5.0,1,Jl. Rajawali No.17,Tabanan Regency,,+62 857-3986-1425,https://www.google.com/maps/search/?api1&querylalapan%22MOJOPAHIT%22&query_place_idChIJv_yGblM70i0RhDFR0MohBzc,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Lawar Balung Pak Terang,5.0,5,"V3MJ+7FF, Jl. Sudirman",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryLawar%20Balung%20Pak%20Terang&query_place_idChIJJ-N-Equb0S0RZgWpUxhlZaM,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
LOESTY KITCHEN,5.0,1,Jl. Sandat No.2,Tabanan Regency,https://www.instagram.com/loesty.kitchen,+62 857-3928-2920,https://www.google.com/maps/search/?api1&queryLOESTY%20KITCHEN&query_place_idChIJDa5HyfA70i0R6DZyf05AaVs,Restaurant,True,False,False,False,False,False,False,1,Rendah,1,1,2,1
Lontong Medan & Bakmie Ayam,5.0,2,Gg. XVI Jl. Teratai,Tabanan Regency,,+62 856-0224-5477,https://www.google.com/maps/search/?api1&queryLontong%20Medan%20%26%20Bakmie%20Ayam&query_place_idChIJc8J9d0870i0RjC4ATvr5RX4,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
MANADO-FOOD BETLEHM TABANAN,5.0,15,Jl. Pd. Shanti No.F6,Tabanan Regency,,+62 812-3968-1122,https://www.google.com/maps/search/?api1&queryMANADO-FOOD%20BETLEHM%20TABANAN&query_place_idChIJ2UaYOuw70i0RiQd9yXrZwFw,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Manik Selaka,5.0,2,"F464+2F7, Jl. Garuda",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryManik%20Selaka&query_place_idChIJFeBvZYQ70i0R5-004U70xVk,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Mongmong Kitchen,5.0,2,Jl. Mawar No.100,Tabanan Regency,,+62 813-3735-2199,https://www.google.com/maps/search/?api1&queryMongmong%20Kitchen&query_place_idChIJS4XBuNU70i0RcJmccQxRpHE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nasi Bali Bu Sari,5.0,2,"Jalan Gajah Mada No. 62, Astina, Kel, Buleleng (Pagar biru no.62",Buleleng Regency,,+62 895-0395-5414,https://www.google.com/maps/search/?api1&queryNasi%20Bali%20Bu%20Sari&query_place_idChIJ-3nEDPWR0S0RZMHqy_IxAXE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nasi Campur I,5.0,2,"F47F+H7V, Gg. I",Tabanan Regency,,+62 813-3868-6829,https://www.google.com/maps/search/?api1&queryNasi%20Campur%20I&query_place_idChIJGR6NbF860i0RPHTBzMyqhKM,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
New Brutal Bakso & Mie Ayam,5.0,2,"F477+MHQ, Jl. Pulau Batam No.22",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryNew%20Brutal%20Bakso%20%26%20Mie%20Ayam&query_place_idChIJIxwW2GE60i0RG2NGI3QhZIM,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Noni Kitchen,5.0,4,Jl. Bedugul Sel. Asri Jl. Cemp. Putih No.31,Tabanan Regency,,+62 822-3635-5113,https://www.google.com/maps/search/?api1&queryNoni%20Kitchen&query_place_idChIJ8RzMQRw70i0RIl2HnSo-F8s,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Paon Rika,5.0,1,Jl. Mawar No.44,Tabanan Regency,,+62 813-3722-5406,https://www.google.com/maps/search/?api1&queryPaon%20Rika&query_place_idChIJcQ9-ekY70i0RYrKDM0n1foE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Pojok jepun,5.0,1,F45C+2W7,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryPojok%20jepun&query_place_idChIJD5iVVVA70i0RGs6J0sDcQ0U,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Pondok Tempong Buleleng,5.0,3,Jl. A. Yani No.109,Buleleng Regency,https://www.instagram.com/pondoktempong?igshNWdnN29xdHMwb3J3,+62 813-3385-5891,https://www.google.com/maps/search/?api1&queryPondok%20Tempong%20Buleleng&query_place_idChIJvaK1bL2b0S0RDjngrtrA5zE,Restaurant,True,False,False,False,False,False,False,1,Rendah,1,1,2,1
RAIZA GORENGAN,5.0,2,Jl. Dr. Ir. Soekarno No.1935,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryRAIZA%20GORENGAN&query_place_idChIJoVIh4GM60i0RusTw0yDRsJo,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Sate Tongseng Kambing,5.0,2,"F439+63R, Jl. Dr. Ir. Soekarno",Tabanan Regency,,+62 899-3141-020,https://www.google.com/maps/search/?api1&querySate%20Tongseng%20Kambing&query_place_idChIJQ1LWumo70i0RnjixuCkyeQI,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Sei Ku,5.0,3,"Jl anyelir VII, griya Beji Pancoran Keler, blok A no 2 B",Tabanan Regency,,+62 823-4088-6601,https://www.google.com/maps/search/?api1&querySei%20Ku&query_place_idChIJE1gJIgA70i0RCXraYMogipQ,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Sendok Senja restaurant,5.0,1,R4W8+HXP,Buleleng Regency,,,https://www.google.com/maps/search/?api1&querySendok%20Senja%20restaurant&query_place_idChIJy7xZQgCR0S0R1zJxUS-guI0,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
UMAH KEBO NANG DARMA,5.0,8,"Gedung UNACOB Nusantara, Jl. Rajawali No.77",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryUMAH%20KEBO%20NANG%20DARMA&query_place_idChIJ5XLVXlk70i0RMN2jLha9FYI,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
WAROENG TALIWANG SINGARAJA,5.0,1,Jl. Gajah Mada,Buleleng Regency,,+62 362 25018,https://www.google.com/maps/search/?api1&queryWAROENG%20TALIWANG%20SINGARAJA&query_place_idChIJ01RVVVUh0i0RxjZ-nEt-fK0,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Bang Aga,5.0,1,Jl. Merdeka No.18 Blok N,Tabanan Regency,,+62 878-8728-4784,https://www.google.com/maps/search/?api1&queryWarung%20Bang%20Aga&query_place_idChIJkSvID5E70i0RKV7FkYhEEC4,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Banjoe,5.0,16,Jl. Pantai Penimbangan,Buleleng Regency,,+62 877-6517-2643,https://www.google.com/maps/search/?api1&queryWarung%20Banjoe&query_place_idChIJS_dEQIWb0S0RyPDyM-qysFE,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Berkat,5.0,2,"V346+V5V, Jl. Angling Darma",Buleleng Regency,,+62 821-4575-6980,https://www.google.com/maps/search/?api1&queryWarung%20Berkat&query_place_idChIJORrMnMCb0S0RV7XE9LHOc2Q,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Betutu,5.0,2,"V3QP+FQ7, Jl. Lely",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Betutu&query_place_idChIJz1orGuub0S0RNei2q7RG89k,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Bu Narnik,5.0,1,Jl. Mayor Metra No.25a,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Narnik&query_place_idChIJMfNH2neR0S0RWc-sUG8utYo,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Bu Suci,5.0,1,"V32X+G9Q, Jl. I Dewa Made Kaler",Buleleng Regency,,+62 859-3137-4555,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Suci&query_place_idChIJr07nsDCR0S0R1SWdmuvBOyI,Restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung BUK DEK,5.0,1,,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20BUK%20DEK&query_place_idChIJEzO8SUc60i0Ry5orcKNxk4M,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung D'Kampoeng,5.0,1,"F49C+2W5, Jl. Gelatik Dajan Peken",Tabanan Regency,,+62 831-1439-1751,https://www.google.com/maps/search/?api1&queryWarung%20D'Kampoeng&query_place_idChIJwfUeDWE70i0Rxi3X_rswfy8,Restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Gandhi,5.0,2,F43C+RPM,Tabanan Regency,,+62 878-6159-7267,https://www.google.com/maps/search/?api1&queryWarung%20Gandhi&query_place_idChIJmcEwhlo70i0RD84vogxlpwg,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
