title,totalScore,reviewsCount,street,city,website,phone,url,Instagram,Tiktok,Facebook,YouTube,jumlah_sosmed,kategori,has_website,has_phone,cluster,tier
Trip Tour Bali (gotripsbali.com),5,24,Jl. Plawa No.7,Kabupaten Klungkung,https://gotripsbali.com/,+62 878-6087-5936,https://www.google.com/maps/search/?api=1&query=Trip%20Tour%20Bali%20(gotripsbali.com)&query_place_id=ChIJLbsD_76ww0ERE0xGdSGYqd0,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Suling Wisata Bali Tour,5,22,Jl. Kembang Matahari I No.133C no 138V,Kota Denpasar,https://sites.google.com/view/sulingbalitourtravel/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAb21jcAPQfMNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadtS2TXUxyW9hTN3PkQIVy2ZF-ebduDfDehcyjkJNJjwj7HDqAt1ep1v5IuLg_aem_RVfIQFRzIZ7PDqg2TlkOdQ,+62 819-1636-9443,https://www.google.com/maps/search/?api=1&query=Suling%20Wisata%20Bali%20Tour&query_place_id=ChIJhc246llA0i0RVjr_e7e2WTs,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Melali yuk,5,72,,,,+62 812-3858-715,https://www.google.com/maps/search/?api=1&query=Melali%20yuk&query_place_id=ChIJv4jAGgYT0i0Rn0bb_tK6qv8,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Guide français à Bali (Agung Sayang),4.9,18,,Kabupaten Klungkung,http://www.agungsayangbali.wordpress.com/,+62 812-3792-5277,https://www.google.com/maps/search/?api=1&query=Guide%20fran%C3%A7ais%20%C3%A0%20Bali%20(Agung%20Sayang)&query_place_id=ChIJj4pYdm0R0i0Rc1J6zMJiXmo,FALSE,FALSE,TRUE,FALSE,1,Sedang,1,1,4,3
IGOGILI,5,6,Jl. Pelabuhan Padang Bai No.1,Kabupaten Karangasem,https://linktr.ee/igojasa,+62 812-2928-1688,https://www.google.com/maps/search/?api=1&query=IGOGILI&query_place_id=ChIJR2IO5rIP0i0RYDChMCbX4AM,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,4,3
Klapa Helicopter Landing Spot | Balicopter,5,2,54WG+V8P,Kabupaten Badung,http://balicopter.com/,+62 812-7775-5570,https://www.google.com/maps/search/?api=1&query=Klapa%20Helicopter%20Landing%20Spot%20%7C%20Balicopter&query_place_id=ChIJ2Z4eD5dF0i0RYXbfAhnzveU,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,4,3
Dokar Bali Rental & Tour Service,5,2,Jl. Tundun Penyu Dipal No.123,Kabupaten Badung,,+62 898-0738-420,https://www.google.com/maps/search/?api=1&query=Dokar%20Bali%20Rental%20%26%20Tour%20Service&query_place_id=ChIJ5WYg7yxF0i0RJ-45il6e1Ew,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Balinese Pride Ticket & Transport,4.9,39,Jl. Silayukti,Kabupaten Karangasem,https://t.me/Bayu088,+62 813-3908-8488,https://www.google.com/maps/search/?api=1&query=Balinese%20Pride%20Ticket%20%26%20Transport&query_place_id=ChIJUSF9j4oP0i0REH19pwlBzRI,TRUE,TRUE,FALSE,TRUE,3,Sangat tinggi,1,1,1,1
Lagoonara Snorkeling Tours,5,17,"Blue Lagoon Beach, Jl. Silayukti",Kabupaten Karangasem,https://linktr.ee/lagonarasnorkelingtours,+62 877-4472-1688,https://www.google.com/maps/search/?api=1&query=Lagoonara%20Snorkeling%20Tours&query_place_id=ChIJA35D3qEopScRoi0EzqbnfWk,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,4,3
Padang Bai transport,3.8,12,,Kabupaten Karangasem,https://www.padangbaibalitours.com/,+62 877-6171-3832,https://www.google.com/maps/search/?api=1&query=Padang%20Bai%20transport&query_place_id=ChIJ83kv8FgP0i0R5lkHetBOTS8,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,4,3
AW TRANS,3.3,60,Jl. Pelabuhan Padang Bai,Kabupaten Karangasem,,+62 813-3871-5016,https://www.google.com/maps/search/?api=1&query=AW%20TRANS&query_place_id=ChIJB-oRFnoP0i0RdJ6yT3hStC4,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
Blue Lagoon Snorkeling,4.6,319,"D'Steel Coffe Kitchen, Jl. Silayukti",Kabupaten Karangasem,http://bluelagoonsnorkeling.com/,+62 812-3807-3339,https://www.google.com/maps/search/?api=1&query=Blue%20Lagoon%20Snorkeling&query_place_id=ChIJLVt3JcUP0i0RZlj0Fxl5M6A,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
ARFIS BALI tour & tourist service,5,20,,Kabupaten Karangasem,https://taxibali4.wordpress.com/,+62 877-6260-6863,https://www.google.com/maps/search/?api=1&query=ARFIS%20BALI%20tour%20%26%20tourist%20service&query_place_id=ChIJpe9AvMcP0i0Rp23xg8FpVlQ,FALSE,FALSE,TRUE,FALSE,1,Sedang,1,1,4,3
Blue Moon Fishing | Snorkeling Blue Lagoon Start Point,4.9,57,"FG95+99 Cafe papa John bar & restaurant, Jl. Segara No.10-28",Kabupaten Karangasem,https://sites.google.com/view/orion-jaya/beranda,,https://www.google.com/maps/search/?api=1&query=Blue%20Moon%20Fishing%20%7C%20Snorkeling%20Blue%20Lagoon%20Start%20Point&query_place_id=ChIJ2UrtAEAP0i0RyrPej4NyLQs,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,0,5,2
Blue Lagoon Bali Snorkeling | Padangbai Snorkeling Trip,5,31,Snorkeling Trip,Kabupaten Karangasem,https://www.padangbaisnorkelingtrip.com/,+62 821-1748-0685,https://www.google.com/maps/search/?api=1&query=Blue%20Lagoon%20Bali%20Snorkeling%20%7C%20Padangbai%20Snorkeling%20Trip&query_place_id=ChIJIVjUrbEP0i0R5Wx1dtz48Ss,TRUE,TRUE,FALSE,FALSE,2,Tinggi,1,1,4,3
Tanjung Jepun,4.7,33,,Kabupaten Karangasem,https://bluelagoonsnorkeling.co.id/,+62 822-2150-5156,https://www.google.com/maps/search/?api=1&query=Tanjung%20Jepun&query_place_id=ChIJN6NcbH4P0i0R5ZgBvDCVNYE,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,4,3
Snorkeling Trip Center,4,22,,Kabupaten Karangasem,,+62 877-6213-8535,https://www.google.com/maps/search/?api=1&query=Snorkeling%20Trip%20Center&query_place_id=ChIJV8bft2cO0i0RDE41ibCKTOA,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
Mutiara Tourist Information,0,0,"FG95+QJ5, Jl. Silayukti",Kabupaten Karangasem,,+62 819-3655-5112,https://www.google.com/maps/search/?api=1&query=Mutiara%20Tourist%20Information&query_place_id=ChIJpVshAp4P0i0R5a7RQPgQ8lg,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
Padangbai Snorkeling Tour I Monkeys Dive Tourist Information,5,4,FG95+587,Kabupaten Karangasem,https://padangbaisnorkelingtour.com/,+62 877-6533-3171,https://www.google.com/maps/search/?api=1&query=Padangbai%20Snorkeling%20Tour%20I%20Monkeys%20Dive%20Tourist%20Information&query_place_id=ChIJuT4XeHUP0i0Rh6MjCJbX9B0,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Komang Elot Snorkeling,4.9,166,"Friday’s Restaurant and Coffee shop, Jl. Silayukti",Kabupaten Karangasem,https://komangelotsnorkeling.com/,+62 813-3840-4274,https://www.google.com/maps/search/?api=1&query=Komang%20Elot%20Snorkeling&query_place_id=ChIJXS6_ikQP0i0RosZLj7KT_2A,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Turtle snorkling padangbai,5,3,Jl. Silayukti No.6,Kabupaten Karangasem,,+62 878-1936-1497,https://www.google.com/maps/search/?api=1&query=Turtle%20snorkling%20padangbai&query_place_id=ChIJQ7UPFcIP0i0RA1tt-7MGYCk,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
DEWATRI.COM,5,6,Jalan Pantai Jl. Silayukti,Kabupaten Karangasem,https://www.dewatri.com/,+62 898-3704-100,https://www.google.com/maps/search/?api=1&query=DEWATRI.COM&query_place_id=ChIJc3mejAUP0i0Ra40IPKfUGI4,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,4,3
WATERJET in Padang Bai (Bali),5,1,Jl. Silayukti,Kabupaten Karangasem,,+62 811-3053-3305,https://www.google.com/maps/search/?api=1&query=WATERJET%20in%20Padang%20Bai%20(Bali)&query_place_id=ChIJOYiOzu4P0i0RTaC-fHQsX44,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Plentang Agen snorkeling and fastboat,4.8,17,"Di sebelah Topi inn, Jl. Silayukti No.:#6",Kabupaten Karangasem,,+62 813-3854-6532,https://www.google.com/maps/search/?api=1&query=Plentang%20Agen%20snorkeling%20and%20fastboat&query_place_id=ChIJJ80l6d4P0i0RPnYUe6lbm0I,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
BlueWater Express | Boat Padang Bai (Bali) to Gili Islands / Lombok,4.3,334,Jl. Silayukti,Kabupaten Karangasem,http://www.bluewater-express.com/,+62 811-3812-0199,https://www.google.com/maps/search/?api=1&query=BlueWater%20Express%20%7C%20Boat%20Padang%20Bai%20(Bali)%20to%20Gili%20Islands%20%2F%20Lombok&query_place_id=ChIJg6MxlmcO0i0RnU4162RJ3Jk,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
BuceoBali,5,1,Martini's Warung Parking Area,Kabupaten Karangasem,http://www.buceo-bali.com/,+62 853-3369-8166,https://www.google.com/maps/search/?api=1&query=BuceoBali&query_place_id=ChIJt9kiBLgP0i0RR3GhyImp6Gg,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Bali Rama Tours,5,3,"dinas labak, Gg. Bima No.25",Kabupaten Buleleng,http://www.buceo-bali.com/,+61 426 460 162,https://www.google.com/maps/search/?api=1&query=Bali%20Rama%20Tours&query_place_id=ChIJlfzcsUeb0S0ReY25PFgG_k4,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
RADITYA JAYA SENTOSA,5,1,"Perum Ajeg Lestari, Jl. Satria Darma Gg Sakura No.4 Blok B",Kabupaten Buleleng,,+62 819-9963-9585,https://www.google.com/maps/search/?api=1&query=RADITYA%20JAYA%20SENTOSA&query_place_id=ChIJ3b5jtEeb0S0RqkmKEKpBJIU,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
Curly Diving Tours,5,14,,Kabupaten Buleleng,https://curlydivingtours.com/,+62 822-3740-9145,https://www.google.com/maps/search/?api=1&query=Curly%20Diving%20Tours&query_place_id=ChIJN-Tq1uSb0S0RIB7TmvEWeTs,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Ecorner Pro Cruise,0,0,"R3X4+X97, Jl. Tukad Mungga - Pemaron, Pemaron",Kabupaten Buleleng,,,https://www.google.com/maps/search/?api=1&query=Curly%20Diving%20Tours&query_place_id=ChIJN-Tq1uSb0S0RIB7TmvEWeTs,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,0,0,7
KIU Tour & Travel,5,19,Br Kreteg No.31,Kabupaten Klungkung,http://kiutourbali.com/,+62 819-9945-9117,https://www.google.com/maps/search/?api=1&query=KIU%20Tour%20%26%20Travel&query_place_id=ChIJ45deCcI_0i0Rrs-rGvT5tGM,FALSE,FALSE,TRUE,FALSE,1,Sedang,1,1,4,3
Nusa penida paket tour,4.7,12,,Kabupaten Klungkung,,+62 852-0512-5957,https://www.google.com/maps/search/?api=1&query=Nusa%20penida%20paket%20tour&query_place_id=ChIJTZFkMZ1z0i0RKLP7ePlK844,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Paket Tour Nusa Penida,5,87,Br. Karang sari No.kec,Kabupaten Klungkung,https://www.tourmurahnusapenida.com/,+62 812-3677-176,https://www.google.com/maps/search/?api=1&query=Paket%20Tour%20Nusa%20Penida&query_place_id=ChIJDWl1FaN20i0R82MuFraVbKs,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
Side We Do OCEAN Jepun coral restoration,0,0,FGG6+QP,Kabupaten Karangasem,,,https://www.google.com/maps/search/?api=1&query=Side%20We%20Do%20OCEAN%20Jepun%20coral%20restoration&query_place_id=ChIJJaExIQAP0i0RyPp3ML9fZDk,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,0,0,7
Nusa Penida Pedia Tour,4.8,4,Jln raya sebunibua,Kabupaten Klungkung,,+62 851-7444-5566,https://www.google.com/maps/search/?api=1&query=Nusa%20Penida%20Pedia%20Tour&query_place_id=ChIJ3UY35UFz0i0RNflrv-WAan0,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,4
SifaTrans and Rent Car,5,5,"Perumahan Nuansa Cliff, Jl. Nuansa Utama Sel. Jl. Nuansa Utama No.A3",Kabupaten Badung,,+62 811-8884-238,https://www.google.com/maps/search/?api=1&query=SifaTrans%20and%20Rent%20Car&query_place_id=ChIJ4cNj2UtF0i0ReH5G4j7F3WY,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,4
Sewa Mobil Bali Srisinergi Trans Tour,0,0,Jl. Pemelisan,Kabupaten Badung,https://srisinergitrans.com/,+62 813-3520-6354,https://www.google.com/maps/search/?api=1&query=Sewa%20Mobil%20Bali%20Srisinergi%20Trans%20Tour&query_place_id=ChIJU6Z8E1VF0i0RPfTqo58yy7k,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,6,5
Wisata Bali Penida,4.9,68,Gg. Nusa Indah No.Blok B,Kota Denpasar,https://wisatabalipenida.com/,+62 878-6096-7887,https://www.google.com/maps/search/?api=1&query=Wisata%20Bali%20Penida&query_place_id=ChIJGVNeVjdB0i0RK-5Y8fFePtQ,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
prasi transport,5,10,8F7M+X7Q,Kabupaten Klungkung,,+62 823-3968-1822,https://www.google.com/maps/search/?api=1&query=prasi%20transport&query_place_id=ChIJ_zlWFQBz0i0RbXqSiBW1uiI,FALSE,TRUE,FALSE,FALSE,1,Sedang,0,1,2,4
sewamobildansopir,5,17,Jl. Tambak Sari,Kabupaten Badung,,+62 878-7506-2763,https://www.google.com/maps/search/?api=1&query=sewamobildansopir&query_place_id=ChIJOcl1NrE50i0R-CJAnuZS-Ig,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,4
Rafting By Wira Tour Bali (Office),4.1,10,Jl. Raya Sampalan No.45,Kabupaten Klungkung,https://www.raftingbali.net/,+62 813-3956-3400,https://www.google.com/maps/search/?api=1&query=Rafting%20By%20Wira%20Tour%20Bali%20(Office)&query_place_id=ChIJW50M5xQR0i0R3DrFsEAYw_k,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Bali Ayu Tour | Car and Scooter Rental Kuta Legian | Car Rental Near Airport,4.8,21,Jl. Campuhan II No.25,Kabupaten Badung,https://baliayucarrental.com/,+62 819-9940-8721,https://www.google.com/maps/search/?api=1&query=Bali%20Ayu%20Tour%20%7C%20Car%20and%20Scooter%20Rental%20Kuta%20Legian%20%7C%20Car%20Rental%20Near%20Airport&query_place_id=ChIJxbrucABH0i0RwtmxLnDcego,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
MELALI SCUBA DIVING,1,1,"The Lotus Building, Jl. Dewi Sri No 10",Kabupaten Badung,,+62 361 766156,https://www.google.com/maps/search/?api=1&query=MELALI%20SCUBA%20DIVING&query_place_id=ChIJ8QSFg9BG0i0R_FxNdZGXnbY,FALSE,TRUE,FALSE,FALSE,1,Sedang,0,1,3,6
"Peksa Tour - Bali Tour, Lovina Transport, Hotel Transfer, Activity",5,69,Jl. Seririt- Singaraja,Kabupaten Buleleng,https://peksatour.com/,+62 838-6231-8437,https://www.google.com/maps/search/?api=1&query=Peksa%20Tour%20-%20Bali%20Tour%2C%20Lovina%20Transport%2C%20Hotel%20Transfer%2C%20Activity&query_place_id=ChIJRVh6Sjmb0S0RH5OnEwifI_U,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Gili Travel Hub,5,8,,,https://gilitravelhub.com/,+62 823-4079-8229,https://www.google.com/maps/search/?api=1&query=Gili%20Travel%20Hub&query_place_id=ChIJ1Zx4kK3OumkRSI1qBiYXYb0,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
Blueoceandive - Snorkeling & Diving Bali パタンバイ,4.9,1411,Jl. Silayukti No.99,Kabupaten Karangasem,https://blueoceandives.com/,+62 859-2065-0644,https://www.google.com/maps/search/?api=1&query=Blueoceandive%20-%20Snorkeling%20%26%20Diving%20Bali%20%E3%83%91%E3%82%BF%E3%83%B3%E3%83%90%E3%82%A4&query_place_id=ChIJEaHMBx0P0i0RbpfOXnkxrk4,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Pak Pret Tours,4.2,5,"Pelabuhan, Jl. Silayukti",Kabupaten Karangasem,,+62 812-3847-9806,https://www.google.com/maps/search/?api=1&query=Pak%20Pret%20Tours&query_place_id=ChIJzy4zjOMP0i0RhYyPeoIv_Jk,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
Made Dana Snorkeling Service Padangbai,4.9,190,"Blue lagoon beach, Jl. Silayukti",Kabupaten Karangasem,https://madedanasnorkeling.com/,,https://www.google.com/maps/search/?api=1&query=Made%20Dana%20Snorkeling%20Service%20Padangbai&query_place_id=ChIJK8bajKgP0i0RcDmj2X-jkF8,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,0,5,2
Yance snorkeling,5,13,FGC5+3HQ,Kabupaten Karangasem,,+62 859-3523-5188,https://www.google.com/maps/search/?api=1&query=Yance%20snorkeling&query_place_id=ChIJEeOedAAP0i0R0kr2mHp8aRE,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
Wahana Virendra Fastboat,4,811,Jl. Silayukti,Kabupaten Karangasem,https://wahanavirendra.co.id/,+62 877-7679-9777,https://www.google.com/maps/search/?api=1&query=Wahana%20Virendra%20Fastboat&query_place_id=ChIJs0iUAccP0i0RdPP9uxbyAmg,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Ikandive / Balimoon divers,4.7,32,Jl. Silayukti gang luhur,Kabupaten Karangasem,http://www.ikandive.com/,+62 363 42005,https://www.google.com/maps/search/?api=1&query=Ikandive%20%2F%20Balimoon%20divers&query_place_id=ChIJjcJnCmgO0i0RF_UsxBgmUPw,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Korok tour n snorkling,5,8,8F5P+M96,Kabupaten Klungkung,,+62 813-5311-2556,https://www.google.com/maps/search/?api=1&query=Korok%20tour%20n%20snorkling&query_place_id=ChIJI0DOZwBz0i0RJi58azqdKVI,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
Penida Snorkeling,4.4,20,Jalan tanjung akuh,Kabupaten Klungkung,,+62 821-4753-7638,https://www.google.com/maps/search/?api=1&query=Penida%20Snorkeling&query_place_id=ChIJHbAdDP1z0i0RZt6FoWzdq1M,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Gusta tour island,0,0,8F5H+96J,Kabupaten Klungkung,,,https://www.google.com/maps/search/?api=1&query=Gusta%20tour%20island&query_place_id=ChIJ8e3pZQBz0i0R3M5Bwl0gO-s,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,0,7
Taxi Nusa Penida Tour,4.9,97,8F5P+W79,Kabupaten Klungkung,,+62 823-3961-3741,https://www.google.com/maps/search/?api=1&query=Taxi%20Nusa%20Penida%20Tour&query_place_id=ChIJR4FsfwBz0i0RTD_jKBYmqJM,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
MR MONDAY TAXI NUSA PENIDA,5,78,Br anyar sebunibus,Kabupaten Klungkung,https://wa.me/6285857858298,+62 858-5785-8298,https://www.google.com/maps/search/?api=1&query=MR%20MONDAY%20TAXI%20NUSA%20PENIDA&query_place_id=ChIJkzV7tA9z0i0RKZymAWcyXRw,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Bali Sea Villas - North Bali,4.9,45,Jl mawar u3,Kabupaten Buleleng,https://www.baliseavillas.com/,+62 821-4447-7110,https://www.google.com/maps/search/?api=1&query=Bali%20Sea%20Villas%20-%20North%20Bali&query_place_id=ChIJhRHwi0yd0S0R_WhY5aVRenY,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Best Nusa Penida Tour,5,2,,Kabupaten Klungkung,https://www.bestnusapenidatour.com/,+62 823-3569-9058,https://www.google.com/maps/search/?api=1&query=Best%20Nusa%20Penida%20Tour&query_place_id=ChIJOSgBNt9z0i0RiZ7vRXJ5zFA,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,4,3
Penida blue island,5,17,"8G73+M6V, jalan raya adegan",Kabupaten Klungkung,,+62 823-4085-5578,https://www.google.com/maps/search/?api=1&query=Penida%20blue%20island&query_place_id=ChIJt7EEjStz0i0RBGZkvF05O1U,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,4
Wisata Alam Indonesia Tour Services,4.5,2,"Gardenia Estate, Jl. Letjen S. Parman Blok G29",Kabupaten Buleleng,,+62 333 416950,https://www.google.com/maps/search/?api=1&query=Wisata%20Alam%20Indonesia%20Tour%20Services&query_place_id=ChIJ23gah8iC0S0RJ8cyZ3tu3O0,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
Perama Bus Bedugul,3.6,7,"P5F7+6WG, Jl. Raya Bedugul",Kabupaten Tabanan,https://www.peramatour.com/transport/shuttle,,https://www.google.com/maps/search/?api=1&query=Perama%20Bus%20Bedugul&query_place_id=ChIJ-XiKAu-J0S0RKeUV1DDWihs,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,0,5,2
Bedugul Boat Rental,4.3,23,Danau Beratan No.82191,Kabupaten Tabanan,,+62 877-7663-2055,https://www.google.com/maps/search/?api=1&query=Erlangga%20team%20adventure&query_place_id=ChIJwfHytx9lK4wRYA4JeAqpHqs,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
Erlangga team adventure,0,0,,,,+62 859-6310-8209,https://www.google.com/maps/search/?api=1&query=Erlangga%20team%20adventure&query_place_id=ChIJwfHytx9lK4wRYA4JeAqpHqs,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,3,6
Annas Scooter,0,0,,,https://annasscooter_toyapakeh.com/,+62 857-1233-6136,https://www.google.com/maps/search/?api=1&query=Annas%20Scooter&query_place_id=ChIJh_bVBYozUCUR8REwg1auMWA,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,6,5
Astari transport & tour,5,14,"perum biluk recident, Jl. Raya Mandiri Gg. VIII Jl. Taman Griya No.32 blok B",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Astari%20transport%20%26%20tour&query_place_id=ChIJ0Tuu0PdD0i0RNAyM09yHeoo,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,0,5,2
Pusaka Bali Tour,5,17,"655X+543, Unnamed Road",Kabupaten Badung,https://www.pusakabalitour.com/,+62 853-3389-7497,https://www.google.com/maps/search/?api=1&query=Pusaka%20Bali%20Tour&query_place_id=ChIJa7JkDQxD0i0RdkeuKGPGrSk,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Bali Tour and Activity,5,1,Gg. Giri Asri I,Kabupaten Badung,,+62 821-4439-2823,https://www.google.com/maps/search/?api=1&query=Bali%20Tour%20and%20Activity&query_place_id=ChIJS5PdBjxD0i0R_3iYPMbSWeg,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
Suasana Tour & Travel,5,9,Jalan Taman Giri Gg. Kemoning V No.1,Kabupaten Badung,,+62 851-7242-4626,https://www.google.com/maps/search/?api=1&query=Suasana%20Tour%20%26%20Travel&query_place_id=ChIJXQIdxodD0i0RLyrKwbR5fjM,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
Bali Highland Tour,5,2,"taman mumbul, Jl. Taman Giri No.818",Kabupaten Badung,http://www.balihighlandtour.com/,+62 821-4444-4045,https://www.google.com/maps/search/?api=1&query=Bali%20Highland%20Tour&query_place_id=ChIJh3SVJ8xD0i0R8PN6ujJ6l-Y,FALSE,TRUE,TRUE,FALSE,2,Tinggi,1,1,4,3
Bali Bali Tour & Travel - Rent Car,5,67,Jl. Taman Graha II No.46 Blok G,Kabupaten Badung,,+62 819-5811-5400,https://www.google.com/maps/search/?api=1&query=Bali%20Bali%20Tour%20%26%20Travel%20-%20Rent%20Car&query_place_id=ChIJHeExvsZF0i0RZFFIbHFCBRs,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
BaliAmazing,4.5,2,"Perum Giriland Pratama, Jl. Taman Giri Jl. Giri Agung No.9",Kabupaten Badung,,+62 818-775-959,https://www.google.com/maps/search/?api=1&query=BaliAmazing&query_place_id=ChIJh8iB1mZD0i0RS0uWxx1HRAE,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
PT . SURYA MAJAGARU ABADI (MAJAGARU Holidays),2.3,3,Jl. Taman Giri No.4,Kabupaten Badung,,+62 361 4771735,https://www.google.com/maps/search/?api=1&query=Bali%20Bali%20Tour%20%26%20Travel%20-%20Rent%20Car&query_place_id=ChIJHeExvsZF0i0RZFFIbHFCBRs,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,3,6
ドイバリカーチャーター,4,4,Perum Taman Graha 2 Jl. Taman Griya No.16 Blok B,Kabupaten Badung,https://doibali-carcharter.themedia.jp/,+62 821-4647-3735,https://www.google.com/maps/search/?api=1&query=%E3%83%89%E3%82%A4%E3%83%90%E3%83%AA%E3%82%AB%E3%83%BC%E3%83%81%E3%83%A3%E3%83%BC%E3%82%BF%E3%83%BC&query_place_id=ChIJQRNYW7JD0i0RkIldgJutLD4,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Sewa Mobil Bali | Tirta Bali Rental | Tirta Bali Tour,4.8,17,Jl. Permata Raya,Kabupaten Badung,https://tirtabalitour.com/,+62 821-4602-8448,https://www.google.com/maps/search/?api=1&query=Sewa%20Mobil%20Bali%20%7C%20Tirta%20Bali%20Rental%20%7C%20Tirta%20Bali%20Tour&query_place_id=ChIJf87Ga6ND0i0RKc2UGDspI3I,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
SeeBali Fastboat & Tour,5,10,Jl. Danau Buyan Raya Jl. Taman Griya No.28,Kabupaten Badung,http://www.theseebali.com/,+62 813-3967-0067,https://www.google.com/maps/search/?api=1&query=SeeBali%20Fastboat%20%26%20Tour&query_place_id=ChIJ__afL45B0i0R7Nbce6jZJNI,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
BaliLook,5,289,Bali Collection,Kabupaten Badung,http://balilook.com/,,https://www.google.com/maps/search/?api=1&query=BaliLook&query_place_id=ChIJ_Xgn9dhD0i0RlhkJwyJu19Q,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,0,5,2
Nusa dua logistik,5,2,Jl. Siligita No.99x,Kabupaten Badung,https://wa.me/6282145639096,+62 821-4563-9096,https://www.google.com/maps/search/?api=1&query=Nusa%20dua%20logistik&query_place_id=ChIJhevKtv1D0i0RTGaokmj5Kn4,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
